id,instance,anger,disgust,fear,joy,sadness,surprise,VADER_neg,VADER_neu,VADER_pos,VADER_compound,TextBlob_polarity,TextBlob_subjectivity,AFINN
1420,Loving with all your ... brain,0,0,0,32,0,40,0.0,0.562,0.438,0.5994,0.6,0.95,2.0
1421,Shoplifters' choice: Police or T-shirt of shame,17,21,8,11,11,32,0.341,0.659,0.0,-0.4767,0.0,0.0,-2.0
1422,Cuban official: Web a 'wild colt',0,0,18,0,8,9,0.0,1.0,0.0,0.0,0.1,0.4,0.0
1423,Slow 'Music and Lyrics',0,0,0,20,0,6,0.0,1.0,0.0,0.0,-0.30000000000000004,0.39999999999999997,0.0
1424,Mexican navy helps in hunt for U.S. engineer,0,0,9,36,10,17,0.0,0.729,0.271,0.3818,0.0,0.0,2.0
1425,Smith baby may not be pot of gold,0,2,3,5,19,16,0.0,1.0,0.0,0.0,0.0,0.0,2.0
1426,Latest updates on world's top stories,0,0,2,0,0,2,0.0,0.735,0.265,0.2023,0.5,0.7,2.0
1427,Beating leaves teen in coma,44,13,31,0,82,13,0.429,0.571,0.0,-0.4588,-0.05,0.0,-1.0
1428,Tiempo Libre has Grammy dreams,0,0,0,42,0,11,0.0,0.597,0.403,0.4019,0.0,0.0,1.0
1429,GPS sneakers locate with press of a button,0,1,0,22,0,34,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1430,Embattled Edwards blogger quits campaign,2,0,0,0,20,19,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1431,Britons deported from Somalia held under Terrorism Act,19,15,42,0,25,14,0.397,0.603,0.0,-0.6808,0.0,0.0,-2.0
1433,Breast cancer drug promises hope,0,0,10,57,8,24,0.37,0.168,0.462,0.0258,0.0,0.0,2.0
1434,Ancient coin shows Cleopatra was no beauty,0,0,0,0,0,60,0.2,0.455,0.345,0.3818,0.0,0.0,2.0
1435,YouTube yields surprising payback,0,0,0,40,0,53,0.0,0.588,0.412,0.2732,0.7,0.5,0.0
1436,Up to 22 inches of snow in forecast,0,0,14,4,6,48,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1437,Werder make 10-man Ajax pay price,0,3,0,22,3,6,0.219,0.781,0.0,-0.1027,0.0,0.0,-1.0
1438,EU condemns 'illegal' CIA flights,45,13,15,27,25,5,0.452,0.548,0.0,-0.5106,-0.5,0.5,-5.0
1439,Report links humans to global warming,21,12,47,0,31,8,0.0,0.758,0.242,0.1531,0.0,0.0,0.0
1440,UN nuclear watchdog slashes Iran aid,22,8,10,11,15,13,0.265,0.735,0.0,-0.2023,0.0,0.0,-2.0
1441,Survey: Tech a tool in teen dating abuse,7,23,10,6,43,18,0.412,0.588,0.0,-0.6369,0.0,0.0,-3.0
1442,The breast cancer breakthrough saving 1000 women a year,3,0,4,55,3,39,0.386,0.614,0.0,-0.6597,0.0,0.0,2.0
1443,"Tourist spot resists gravity, but not progress",0,0,4,8,17,3,0.333,0.667,0.0,-0.4585,0.0,0.0,2.0
1444,The NFL's 20 biggest potential free agents,0,0,0,28,0,9,0.0,0.645,0.355,0.5106,0.2,0.9,1.0
1445,World tourism sets record in 2006,0,0,0,55,0,21,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1446,BA to charge $470 for an extra bag,17,9,11,0,15,23,0.0,1.0,0.0,0.0,0.0,0.1,0.0
1447,Kuerten returns to winners' circle,0,0,0,41,0,17,0.0,0.563,0.437,0.4767,0.0,0.0,0.0
1448,World's oldest newspaper now exists only online,0,0,4,26,30,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1449,Japanese whaler afire in Antarctic,8,7,13,0,40,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1450,EU document: Iranian bomb unstoppable,12,0,60,0,28,19,0.625,0.375,0.0,-0.6124,0.0,0.0,1.0
1451,U.S. urged to lead on 'green' actions,3,0,9,32,9,9,0.0,1.0,0.0,0.0,-0.2,0.3,0.0
1452,See if your city is one of the United States' top 10 fittest or fattest,5,7,13,11,11,32,0.0,0.739,0.261,0.5574,0.5,0.5,3.0
1453,Lee in pre-World Cup injury scare,0,0,33,0,21,6,0.6,0.4,0.0,-0.7184,0.0,0.0,-4.0
1454,New cancer drug to save a thousand lives a year,3,0,5,65,5,42,0.324,0.441,0.235,-0.296,0.13636363636363635,0.45454545454545453,1.0
1455,Ex-teacher guilty in nude-pictures scheme,17,68,15,0,15,30,0.412,0.588,0.0,-0.4215,-0.5,1.0,-3.0
1456,Fire extinguisher part of Tennessee execution kit,8,24,12,13,12,31,0.286,0.714,0.0,-0.34,0.0,0.0,-2.0
1457,Founder returns to Dell helm,0,0,0,38,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1458,Charles Gibson takes over first place,0,0,0,43,0,16,0.0,1.0,0.0,0.0,0.25,0.3333333333333333,0.0
1459,Ex-Border Patrol agent beaten in prison,24,9,14,0,61,25,0.604,0.396,0.0,-0.7269,0.0,0.0,-4.0
1460,'Made in China' irks some Burberry shoppers,30,22,0,0,10,19,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1461,Stonehenge workers' village found,0,0,0,17,0,55,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1462,Who is Prince Frederic von Anhalt?,0,0,0,3,0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1463,Latest food-fad -- 'space potatoes',0,5,9,1,9,30,0.0,1.0,0.0,0.0,0.5,0.9,-2.0
1464,Ethiopia readies for millennium all its own,3,0,11,22,12,21,0.0,1.0,0.0,0.0,0.6,1.0,0.0
1465,Good news for slackers: Naps may cut risk for heart problems,0,0,3,50,1,42,0.411,0.417,0.173,-0.4588,0.7,0.6000000000000001,-2.0
1466,Snowbirds shortening their Florida stays,5,0,9,0,26,22,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1467,Win a (concert) date with the Police,0,0,10,33,6,12,0.0,0.568,0.432,0.5859,0.8,0.4,4.0
1468,"Snow begins, heavy accumulations expected",2,0,37,4,11,11,0.0,1.0,0.0,0.0,-0.15000000000000002,0.45,0.0
1469,"Jet flips in snowstorm, none dead",0,0,30,35,29,18,0.0,0.592,0.408,0.5334,-0.2,0.4,-3.0
1470,Frantic 911 call in Ryan O'Neal case,0,0,28,0,15,30,0.326,0.674,0.0,-0.4404,0.0,0.0,-1.0
1471,Durant's success trumps the Gators,0,0,0,43,0,8,0.0,0.519,0.481,0.5719,0.3,0.0,2.0
1472,Scientist snoops in astronauts' journals,4,30,9,4,8,19,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1473,YouTube founders split $650M payout,0,0,0,38,0,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1474,African nation hopes Whoopi can help,0,0,1,35,1,12,0.0,0.421,0.579,0.6705,0.0,0.0,4.0
1475,United hang on to six-point lead,0,0,2,29,2,7,0.0,0.641,0.359,0.4215,0.0,0.0,1.0
1476,Lawyer seizes Smith's Bahamas home,3,0,9,0,42,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1477,Was Prince's super show too revealing?,0,7,11,7,4,28,0.0,0.562,0.438,0.5994,0.3333333333333333,0.6666666666666666,3.0
1478,Clijsters looks for a long goodbye,0,0,6,4,33,18,0.0,1.0,0.0,0.0,-0.05,0.4,0.0
1479,Snow's too deep even for snowmobiles,2,2,29,0,15,40,0.0,1.0,0.0,0.0,0.0,0.4,0.0
1480,Study: Female seals picky about mates,0,0,0,5,0,39,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0
1481,"ROUNDUP: Protests erupt despite ""state of siege"" In Guinea",42,3,35,0,20,18,0.192,0.808,0.0,-0.2263,0.0,0.0,-2.0
1482,Study: More kids exposed to online porn,35,64,44,0,28,12,0.208,0.792,0.0,-0.1477,0.5,0.5,-1.0
1483,Beyonce new SI bikini cover girl,0,4,2,26,5,2,0.0,1.0,0.0,0.0,0.13636363636363635,0.45454545454545453,0.0
1484,"Marijuana helps ease HIV nerve pain, study says",0,0,9,33,12,67,0.246,0.373,0.381,0.2023,0.0,0.0,2.0
1485,Serena misses Bangalore tournament,0,0,3,0,36,11,0.388,0.612,0.0,-0.2263,0.0,0.0,0.0
1486,"Dryer blamed for fire killing 39 cats, dogs",10,3,11,0,74,25,0.664,0.336,0.0,-0.872,0.0,0.0,-7.0
1487,"Roddick, Murray score in San Jose",0,0,0,27,0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1488,Apple trademark dispute settled,12,0,0,32,6,10,0.474,0.526,0.0,-0.4019,0.0,0.0,-2.0
1489,U.S. online love brokers eye China,0,5,6,1,21,18,0.0,0.543,0.457,0.6369,0.5,0.6,3.0
1490,U.S. diverts troops to fight Taliban,30,0,28,15,20,17,0.342,0.658,0.0,-0.3818,0.0,0.0,-1.0
1491,'House of Cards' actor Ian Richardson dead,0,0,7,0,81,7,0.417,0.583,0.0,-0.6486,-0.2,0.4,-3.0
1492,Taliban leader killed in airstrike,3,0,22,29,53,14,0.529,0.471,0.0,-0.6705,-0.2,0.0,-3.0
1493,Escape to Prague without the summer hordes,0,0,0,34,0,24,0.0,0.779,0.221,0.1779,0.0,0.0,-1.0
1494,Kathmandu: First snow in 63 years,2,2,12,4,15,77,0.0,1.0,0.0,0.0,0.25,0.3333333333333333,0.0
1495,Nasdaq fails in bid for LSE,0,1,3,0,41,12,0.359,0.641,0.0,-0.4215,-0.5,0.3,-2.0
1496,Ex-pastor gets death sentence,5,6,12,0,73,44,0.542,0.278,0.181,-0.5574,0.0,0.0,-4.0
1497,Baby born on turnpike after dad misses exit,0,0,11,34,13,57,0.213,0.787,0.0,-0.2263,0.0,0.0,0.0
1498,Study links chimps and 'hammers',0,0,0,14,0,43,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1499,UN-Google Earth map climate change,10,6,14,41,17,31,0.0,1.0,0.0,0.0,0.0,0.0,0.0
